transaction_id,order_date,customer_id,product_id,quantity,unit_price,total_sales,region,sales_channel,clean_order_date,product_name,category,brand,cost,selling_price,calc_revenue,total_profit
TRX01833,2024-05-02,CUST1080,1001,1,17296,17296,Surabaya,Offline,2024-05-02,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX01849,2024-01-03,CUST1024,1001,10,17296,172960,Medan,Online,2024-01-03,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX01851,2024-08-03,CUST1014,1001,1,17296,17296,Jakarta,Offline,2024-08-03,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX01898,2024-02-11,CUST1265,1001,10,17296,172960,Bandung,Offline,2024-02-11,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX01927,2024-09-11,CUST1044,1001,3,17296,51888,Surabaya,Offline,2024-09-11,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX01933,2024-10-21,CUST1033,1001,4,17296,69184,Surabaya,Offline,2024-10-21,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,69184,34076
TRX01958,2024-01-27,CUST1060,1001,3,17296,51888,Makassar,Offline,2024-01-27,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX01959,2024-08-10,CUST1076,1001,10,17296,172960,Medan,Online,2024-08-10,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX01976,2024-12-02,CUST1000,1001,7,17296,121072,Bandung,Offline,2024-12-02,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX01985,2024-12-21,CUST1073,1001,7,17296,121072,Makassar,Online,2024-12-21,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX01991,2024-06-17,CUST1045,1001,2,17296,34592,Surabaya,Offline,2024-06-17,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,34592,17038
TRX02007,2024-12-12,CUST1260,1001,7,17296,121072,Bandung,Offline,2024-12-12,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX02020,2024-01-03,CUST1179,1001,2,17296,34592,Bandung,Offline,2024-01-03,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,34592,17038
TRX02045,2024-09-18,CUST1218,1001,1,17296,17296,Jakarta,Offline,2024-09-18,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX02059,2024-08-02,CUST1281,1001,4,17296,69184,Surabaya,Offline,2024-08-02,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,69184,34076
TRX02177,2024-06-01,CUST1084,1001,6,17296,103776,Bandung,Offline,2024-06-01,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,103776,51114
TRX02231,2024-03-29,CUST1101,1001,5,17296,86480,Surabaya,Offline,2024-03-29,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,86480,42595
TRX02255,2024-11-09,CUST1024,1001,8,17296,138368,Medan,Offline,2024-11-09,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX02315,2024-08-20,CUST1020,1001,1,17296,17296,Bandung,Offline,2024-08-20,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX02322,2024-02-20,CUST1133,1001,7,17296,121072,Surabaya,Offline,2024-02-20,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX02323,2024-10-15,CUST1223,1001,3,17296,51888,Surabaya,Online,2024-10-15,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX02390,2024-09-02,CUST1066,1001,9,17296,155664,Surabaya,Online,2024-09-02,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,155664,76671
TRX02426,2024-11-30,CUST1006,1001,5,17296,86480,Jakarta,Offline,2024-11-30,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,86480,42595
TRX02436,2024-05-12,CUST1131,1001,1,17296,17296,Jakarta,Offline,2024-05-12,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX02453,2024-12-20,CUST1123,1001,2,17296,34592,Medan,Offline,2024-12-20,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,34592,17038
TRX02484,2024-05-31,CUST1056,1001,8,17296,138368,Jakarta,Offline,2024-05-31,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX02509,2024-11-21,CUST1023,1001,6,17296,103776,Surabaya,Offline,2024-11-21,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,103776,51114
TRX02529,2024-01-09,CUST1254,1001,7,17296,121072,Medan,Offline,2024-01-09,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX02559,2024-10-30,CUST1078,1001,2,17296,34592,Jakarta,Online,2024-10-30,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,34592,17038
TRX02593,2024-08-25,CUST1045,1001,10,17296,172960,Jakarta,Online,2024-08-25,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX02625,2024-03-22,CUST1176,1001,8,17296,138368,Jakarta,Offline,2024-03-22,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX02695,2024-05-02,CUST1089,1001,6,17296,103776,Medan,Online,2024-05-02,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,103776,51114
TRX02699,2024-11-24,CUST1056,1001,9,17296,155664,Makassar,Offline,2024-11-24,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,155664,76671
TRX02705,2024-07-23,CUST1261,1001,6,17296,103776,Medan,Offline,2024-07-23,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,103776,51114
TRX02712,2024-01-19,CUST1071,1001,10,17296,172960,Bandung,Offline,2024-01-19,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX02726,2024-10-18,CUST1006,1001,8,17296,138368,Makassar,Online,2024-10-18,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX02728,2024-09-16,CUST1034,1001,6,17296,103776,Surabaya,Online,2024-09-16,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,103776,51114
TRX02742,2024-09-16,CUST1247,1001,6,17296,103776,Makassar,Offline,2024-09-16,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,103776,51114
TRX02765,2024-05-07,CUST1143,1001,8,17296,138368,Makassar,Offline,2024-05-07,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX02767,2024-07-08,CUST1224,1001,9,17296,155664,Surabaya,Online,2024-07-08,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,155664,76671
TRX02802,2024-07-03,CUST1244,1001,9,17296,155664,Surabaya,Online,2024-07-03,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,155664,76671
TRX02825,2024-04-25,CUST1128,1001,4,17296,69184,Bandung,Offline,2024-04-25,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,69184,34076
TRX02828,2024-01-18,CUST1197,1001,10,17296,172960,Jakarta,Online,2024-01-18,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX02907,2024-11-28,CUST1029,1001,9,17296,155664,Surabaya,Offline,2024-11-28,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,155664,76671
TRX02962,2024-12-05,CUST1114,1001,3,17296,51888,Jakarta,Online,2024-12-05,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX02974,2024-04-12,CUST1028,1001,8,17296,138368,Medan,Offline,2024-04-12,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX02985,2024-12-17,CUST1198,1001,5,17296,86480,Medan,Online,2024-12-17,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,86480,42595
TRX02987,2024-03-19,CUST1232,1001,8,17296,138368,Makassar,Offline,2024-03-19,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX03004,2024-07-29,CUST1162,1001,3,17296,51888,Medan,Online,2024-07-29,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX03007,2024-06-18,CUST1046,1001,1,17296,17296,Surabaya,Offline,2024-06-18,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX03026,2024-08-09,CUST1172,1001,8,17296,138368,Jakarta,Offline,2024-08-09,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX03035,2024-03-06,CUST1054,1001,1,17296,17296,Bandung,Online,2024-03-06,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX03058,2024-10-06,CUST1097,1001,6,17296,103776,Bandung,Online,2024-10-06,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,103776,51114
TRX03068,2024-09-06,CUST1255,1001,4,17296,69184,Medan,Offline,2024-09-06,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,69184,34076
TRX03077,2024-04-17,CUST1167,1001,4,17296,69184,Bandung,Offline,2024-04-17,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,69184,34076
TRX03080,2024-11-08,CUST1121,1001,10,17296,172960,Bandung,Offline,2024-11-08,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX03085,2024-08-30,CUST1126,1001,1,17296,17296,Bandung,Online,2024-08-30,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX03095,2024-05-21,CUST1101,1001,8,17296,138368,Makassar,Offline,2024-05-21,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX03182,2024-08-15,CUST1035,1001,9,17296,155664,Makassar,Online,2024-08-15,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,155664,76671
TRX03207,2024-02-20,CUST1088,1001,4,17296,69184,Medan,Online,2024-02-20,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,69184,34076
TRX03210,2024-11-16,CUST1211,1001,4,17296,69184,Surabaya,Online,2024-11-16,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,69184,34076
TRX03218,2024-07-20,CUST1143,1001,5,17296,86480,Medan,Offline,2024-07-20,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,86480,42595
TRX03257,2024-11-06,CUST1105,1001,8,17296,138368,Surabaya,Online,2024-11-06,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX03274,2024-03-26,CUST1120,1001,7,17296,121072,Jakarta,Online,2024-03-26,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX03275,2024-12-30,CUST1039,1001,10,17296,172960,Jakarta,Online,2024-12-30,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX03296,2024-04-14,CUST1237,1001,6,17296,103776,Bandung,Offline,2024-04-14,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,103776,51114
TRX03368,2024-11-17,CUST1032,1001,10,17296,172960,Medan,Offline,2024-11-17,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX03370,2024-04-24,CUST1230,1001,10,17296,172960,Surabaya,Offline,2024-04-24,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX03378,2024-10-06,CUST1102,1001,3,17296,51888,Jakarta,Offline,2024-10-06,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX03379,2024-06-17,CUST1125,1001,2,17296,34592,Medan,Online,2024-06-17,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,34592,17038
TRX03382,2024-07-04,CUST1049,1001,3,17296,51888,Surabaya,Offline,2024-07-04,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX03397,2024-08-19,CUST1096,1001,1,17296,17296,Jakarta,Offline,2024-08-19,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX03410,2024-05-15,CUST1170,1001,2,17296,34592,Surabaya,Online,2024-05-15,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,34592,17038
TRX03415,2024-12-02,CUST1170,1001,2,17296,34592,Surabaya,Online,2024-12-02,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,34592,17038
TRX03419,2024-10-14,CUST1126,1001,10,17296,172960,Jakarta,Offline,2024-10-14,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,172960,85190
TRX03431,2024-02-06,CUST1202,1001,1,17296,17296,Bandung,Online,2024-02-06,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX03457,2024-12-08,CUST1289,1001,7,17296,121072,Makassar,Offline,2024-12-08,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX03470,2024-10-04,CUST1085,1001,5,17296,86480,Jakarta,Offline,2024-10-04,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,86480,42595
TRX03534,2024-06-30,CUST1191,1001,3,17296,51888,Surabaya,Online,2024-06-30,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX03547,2024-10-30,CUST1046,1001,4,17296,69184,Bandung,Offline,2024-10-30,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,69184,34076
TRX03596,2024-07-22,CUST1060,1001,3,17296,51888,Medan,Offline,2024-07-22,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX03645,2024-09-22,CUST1214,1001,5,17296,86480,Bandung,Offline,2024-09-22,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,86480,42595
TRX03650,2024-12-25,CUST1278,1001,8,17296,138368,Medan,Offline,2024-12-25,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX03668,2024-04-30,CUST1278,1001,3,17296,51888,Medan,Offline,2024-04-30,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX03684,2024-10-21,CUST1137,1001,9,17296,155664,Medan,Online,2024-10-21,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,155664,76671
TRX03693,2024-10-13,CUST1166,1001,7,17296,121072,Jakarta,Offline,2024-10-13,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX03694,2024-12-14,CUST1147,1001,8,17296,138368,Surabaya,Online,2024-12-14,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX03704,2024-08-17,CUST1162,1001,7,17296,121072,Jakarta,Online,2024-08-17,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX03730,2024-02-24,CUST1068,1001,9,17296,155664,Bandung,Online,2024-02-24,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,155664,76671
TRX03738,2024-07-04,CUST1287,1001,5,17296,86480,Surabaya,Offline,2024-07-04,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,86480,42595
TRX03777,2024-12-04,CUST1071,1001,8,17296,138368,Jakarta,Online,2024-12-04,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,138368,68152
TRX03794,2024-04-07,CUST1217,1001,5,17296,86480,Surabaya,Offline,2024-04-07,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,86480,42595
TRX03873,2024-11-05,CUST1215,1001,1,17296,17296,Surabaya,Offline,2024-11-05,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX03887,2024-04-29,CUST1109,1001,2,17296,34592,Medan,Offline,2024-04-29,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,34592,17038
TRX03922,2024-07-08,CUST1132,1001,4,17296,69184,Medan,Offline,2024-07-08,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,69184,34076
TRX03953,2024-02-07,CUST1243,1001,3,17296,51888,Surabaya,Online,2024-02-07,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,51888,25557
TRX03959,2024-08-13,CUST1242,1001,7,17296,121072,Makassar,Offline,2024-08-13,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX03960,2024-02-04,CUST1217,1001,9,17296,155664,Surabaya,Online,2024-02-04,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,155664,76671
TRX04023,2024-11-19,CUST1204,1001,2,17296,34592,Bandung,Offline,2024-11-19,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,34592,17038
TRX04027,2024-01-03,CUST1029,1001,5,17296,86480,Jakarta,Offline,2024-01-03,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,86480,42595
TRX04030,2024-02-07,CUST1199,1001,7,17296,121072,Makassar,Offline,2024-02-07,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,121072,59633
TRX04031,2024-09-03,CUST1033,1001,1,17296,17296,Jakarta,Offline,2024-09-03,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
TRX04037,2024-01-17,CUST1236,1001,1,17296,17296,Jakarta,Offline,2024-01-17,Lifebuoy Variant 1,Personal Care,Lifebuoy,8777,17296,17296,8519
